Group,ADM,,,ARO,,,AUS,,,IND,,,JAP,,
gene-LOC4326139,0.00061556766122,0.002068304750511,0.297619420478685,0.00056168033988,0.001612654792474,0.34829545821049,0.000551852721498,0.00335785942805,0.164346582494733,0.000745937433387,0.001768230953005,0.421855206255404,0.000359201356677,NA,0.738357928537494
gene-LOC4326140,0.001621101972341,0.010258994687185,0.158017624706025,0.000722149973637,0.007005705057106,0.103080270686654,0.000906808224466,0.003096114095422,0.292885919742568,0.002791898390735,0.013535379511316,0.206266724062005,0.000673499566115,0.005239596421028,0.128540351583659
gene-LOC4326141,0.001278714896093,0.009390164373025,0.136175986414719,0.000359396979788,0.002105320414876,0.170708922617245,0.000473713754585,0.001569682674859,0.301789503172832,0.001358406489318,0.011971836323599,0.113466844400455,0.000202630222435,NA,0.206953138921814
gene-LOC4326144,0.001279559908225,0.010908029587293,0.117304403878365,0.000743606459855,0.001543009359499,0.481919604231316,0.001278063414333,0.001935718920855,0.660252581386214,0.001211118473975,0.012124562499969,0.099889663975755,0.000241197510238,NA,0.307971670678437
gene-LOC4326145,0.001602200779298,0.011113385133635,0.144168564306187,0.000977133979183,0.005637831048567,0.173317357466941,0.001094648250585,0.005441891897232,0.20115214915278,0.001644935906519,0.01335565303608,0.123164019166686,0.000468783063042,0.002737599214208,0.171238748392627
gene-LOC4326146,0.003001387554135,0.002852930444961,1.05203670823294,0.000955738679806,NA,NA,0.001271132444142,NA,NA,0.003637639327463,0.004041322022419,0.900111227782215,0.000458817114781,NA,NA
gene-LOC4326147,0,0.012125922219502,0,0,0.003196073800895,0,0,0.009521324419914,0,0,0.013533423277077,0,5.68855178952358E-05,0.004301915336005,0.013223300193551
gene-LOC4326148,0.000804532273006,NA,1.04395861916006,0.000167703071649,NA,0.348171701112879,0.001599640546973,0.003939659009603,0.406035279467991,0.000942212178849,NA,NA,0.000198548745804,NA,NA
gene-LOC4326149,0.000105892707614,0.003119708273954,0.033943144138816,0,0.001585631653953,0,0.001142357694259,0.009821862687568,0.116307642511109,7.15093687204881E-05,0.002785505979092,0.025671949461694,0.00013935663686,NA,0.1481626845901
gene-LOC4326150,0.002208765025129,0.002727757855136,0.809736473115086,0.001963911672281,0.001167249814118,1.68251187408844,0.003204394490717,0.007681153740643,0.417176194998035,0.001716348589268,0.001993159318931,0.861119616964991,0.001272090785725,0.001271543430099,1.0004304655377
gene-LOC4326151,0.000348789113521,0.001906535937047,0.18294389669966,0.00024491678335,0.001409229322455,0.173794839099216,0.000797136294383,0.0036397318556,0.219009621040208,0.000323314772272,0.001531263760654,0.21114244363365,0.000133232664079,NA,0.197824111339271
gene-LOC4326152,0,0.001465072667604,0,0,0.001734646038444,0,0,0.009528832630098,0,0,NA,0,0,NA,0
gene-LOC4326153,0.000387516376212,0.001275253972188,0.303873882900165,4.61151985249443E-05,NA,0.062233326953175,0,NA,0,0.000472910131311,0.001445400036339,0.327182869393764,6.94694895914012E-05,0.002053102809509,0.033836342373917
gene-LOC4326157,0.004151136750175,0.018375708567738,0.225903492911425,0.002981792075555,0.013160580512709,0.226569950518154,0.002101636592006,0.009608367760569,0.218729824292392,0.004633085577016,0.019256252488827,0.240601621717635,0.001244702308281,0.005580764411648,0.223034376022542
gene-LOC4326159,0.000433356865215,0.001624581573544,0.266749834094142,0.000264996596294,NA,0.346525834274571,0.000788733837111,0.002263001823271,0.348534335677554,0.00028941770039,0.002119464078369,0.136552302699626,9.77198822526772E-05,NA,0.24925878199385
gene-LOC4326160,0.002896243252945,0.0093964076879,0.308228777331036,0.00196861697184,0.007466867045145,0.263646983391819,0.001837267048103,0.007845371499539,0.234184837290495,0.00320784301937,0.009837465770408,0.32608428778677,0.000318817968616,NA,0.321107356922959
gene-LOC4326161,0.0025471075845,0.009715897543086,0.262158753033781,0.002014953551705,0.005472903107764,0.368169052517365,0.004257071103045,0.00737540576289,0.577198223379744,0.003019993443871,0.011726961133041,0.257525663265155,0.00021886885189,0.00113255784843,0.193251808014201
gene-LOC4326162,0.004617425928178,0.003103646034417,1.48774244130072,0.002499739856314,0.004934139582452,0.506621228390965,0.001528421165731,0.003480083949065,0.43919088967416,0.005734166587616,0.006665509980166,0.860274248283896,0.000906336745405,NA,1.54851603017304
gene-LOC4326163,0.000742816051913,0.004953599664321,0.149954801003252,0.000541398829124,0.002447911455546,0.221167652080515,0.000944509301303,0.005157307594063,0.183139997775173,0.000979249749618,0.006039066607352,0.162152500259819,0.000193916451428,NA,0.319825201721795
gene-LOC4326164,0.001225309959207,NA,1.8651710634033,0.001074959549871,NA,NA,0.002765127139727,NA,NA,0.001475086599312,0.002773743600831,0.531803515966589,0.000140777325465,NA,NA
gene-LOC4326165,0.000894798153527,0.001640236172568,0.545530069688564,0.000156316738849,NA,0.492819296250158,0.000474921261927,NA,0.606824303290337,0.00099453557951,0.002161729010497,0.460064871536296,0,NA,0
gene-LOC4326166,0,0.001234146361531,0,0,0.001000459640997,0,0,0.005217442860107,0,0,0.001895772033413,0,0.000208398735064,0.001560062402496,0.133583589176036
gene-LOC4326167,0.000441465096401,0.002804465394371,0.157415062880496,0.00010817026791,NA,0.125940772878406,0.000511755064205,0.002821895930159,0.181351501568552,1.11577048601103E-05,0.001996921236604,0.005587453653949,2.78893869726814E-05,NA,0.071397273338747
gene-LOC4326169,0.001610171311228,0.002635588881449,0.610934172079004,0.00024074553823,NA,0.76943118739484,0.000909467141808,NA,0.955302382829148,0.001548895334484,NA,NA,0,0.001383142945354,0
gene-LOC4326170,0.000395618832963,0.002211343524613,0.178904285362895,0.000139494225576,NA,0.342654487543616,0.000516512872021,0.002511581516583,0.205652441941727,0.000134509800083,0.001395196349918,0.096409225906276,9.73804654786248E-05,NA,0.167370461848989
gene-LOC4326171,0.000297618613699,0.004055176674138,0.073392268109253,5.84509873089573E-05,NA,0.073082064160725,0,0.003687635099288,0,0.00039563470229,0.001375405533496,0.287649491480779,0.00011353992804,NA,0.336199005126315
gene-LOC4326175,0.001267389042667,0.001584108220618,0.80006468382096,0.000248262679221,NA,0.76255324677365,0.000675690498651,0.001096618047077,0.616158470537262,0.00019563646576,NA,NA,0,NA,NA
gene-LOC4326176,0.000686510971621,NA,NA,0.000127710956188,NA,NA,0.000435605317883,NA,1.23429107138876,5.90587520791642E-05,NA,0.075540610343088,7.20368091166875E-05,NA,NA
gene-LOC4326177,0.000433394328188,0.002903645724771,0.149258680041787,7.57199654826552E-05,0.001041812545999,0.072680988315449,0.000230149597238,0.002490321458089,0.09241762604208,0.000130276347769,0.002115865950215,0.061571172670628,5.9031296425655E-05,NA,0.073751718003219
gene-LOC4326178,0.001428021728577,NA,NA,0.000191257518182,NA,NA,0.000581322193422,NA,NA,0.000648105123217,NA,NA,0.00014910413267,NA,0.654053561517881
gene-LOC4326179,0.000657234946524,NA,0.840110795783289,0,NA,NA,0.001069528630212,0.001235419873852,0.865720758463357,0.001195877193184,0.001055948631442,1.13251455381038,0.000139848258105,NA,0.165142855040669
gene-LOC4326180,0.005372798773014,0.009183834002929,0.58502786214352,0.000768515472818,0.003815051585974,0.201443009484858,0.006214382598117,0.009802993594671,0.63392702832073,0.011180767645384,0.016376954481992,0.682713483613723,0.000765169540928,0.004280262607724,0.178766961528745
gene-LOC4326181,0.000194488721856,NA,0.284703485316642,0,NA,0,0.000219840324485,0.001156032664107,0.190167917663986,0.000479128540457,0.001586234273855,0.302054083910808,8.90210356707292E-06,NA,0.138430734900606
gene-LOC4326182,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
gene-LOC4326183,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
gene-LOC4326185,0.000246703970204,0.0018753870684,0.131548294408411,0,NA,NA,0.000797399887587,0.00445162406603,0.179125612531349,0.000392342998931,0.003062075113005,0.12812977619821,4.98932178981197E-05,NA,0.077125465026475
gene-LOC4326189,0.00059161833863,0.002100692073554,0.281630204673051,0.001085057307552,0.001655288777589,0.655509372287913,0.001887660396509,0.005414002638577,0.348662629578062,0.000844785024952,0.004058859292878,0.208133607004806,0.000113486792696,NA,0.209114184849372
gene-LOC4326190,0.000127767119808,0.001191078088965,0.107270145418389,5.40914422949289E-05,NA,NA,0.000404112828207,0.001514475686929,0.266833486793234,0.000164416448834,0.002223711718557,0.073937843409119,6.99336496343132E-05,0.001124426465705,0.062194951619614
gene-LOC4326191,0.000819193278145,0.002669132664083,0.306913661193484,0,NA,NA,0.001437526158977,0.002059952018269,0.697844486778356,0.001220332865902,0.004603128717595,0.265109437682626,0.000127949948605,NA,0.635867364294621
gene-LOC4326192,0,NA,0,0,NA,NA,0,0.001643511607482,0,0,0.001112683871734,0,0,NA,0
gene-LOC4326193,0.000321648653922,0.003944530381926,0.081542952589809,0,NA,NA,0.001076992421555,0.006927066813678,0.155475968476053,0.000495693472808,0.005793071444432,0.085566607897523,9.81973649534446E-05,NA,0.192610949034169
gene-LOC4326194,0.000594466723259,NA,1.97426863812965,4.47767277358725E-05,NA,NA,0.000523264157984,0.001730353994572,0.30240295316753,0.00075633628979,NA,0.935799319727893,6.7454671178571E-05,0.001406359717104,0.047964023967839
gene-LOC4326195,7.38093685379839E-05,NA,0.095921437232575,0,NA,NA,0.000210061040711,NA,0.232456581865298,7.38135070200904E-05,0.001806669319794,0.040856124699403,0.000185946307412,0.001427438540841,0.13026571869273
gene-LOC4326196,0,0.002703478655845,0,0,NA,NA,0,0.004487800279389,0,0,0.005206413959189,0,6.09592524519981E-05,0.001312552747973,0.046443278219608
gene-LOC4326197,2.65345834070406E-05,0.001439379217455,0.018434741230987,0,NA,NA,0.000149131076364,NA,0.488047799491654,5.23969417651657E-05,0.002054587288297,0.025502416988381,0.000235116561835,NA,0.262232284298429
gene-LOC4326201,0.001688865386522,0.002605774554053,0.648124137944001,3.56097174962411E-05,NA,NA,0.000431475939765,NA,0.857484362940759,0.001969297933423,0.002120039422492,0.928896846223868,0.000818066965104,0.001270153564443,0.644069337759728
gene-LOC4326202,0.001838044043697,NA,NA,0.000114155251142,NA,NA,0.000439280966418,NA,NA,0.003316282295821,NA,NA,0.000832337667061,NA,NA
gene-LOC4326203,0,NA,0,0,NA,NA,0.000160452063403,NA,NA,0,NA,0,0,NA,NA
gene-LOC4326204,0.000556693374408,0.003635188564669,0.15314016439702,3.35495414895997E-05,NA,NA,0.000216922993328,0.00154788112273,0.14014189471174,0.00045467223481,0.003451692239534,0.131724442174186,0.000363509917571,0.001767145491695,0.205704577964583
gene-LOC4326207,0.000208445777366,NA,NA,0,NA,NA,0,NA,0,0.000427654299198,NA,NA,0.000141299963911,NA,NA
gene-LOC4326208,0.000981948917684,NA,NA,0,NA,NA,0.000227698299753,NA,NA,0.00080218710209,NA,NA,0.000548273537563,NA,NA
gene-LOC4326209,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5.89739998378216E-05,NA,0.063299206598655
gene-LOC4326211,0.000813099375686,NA,NA,8.91370844554828E-05,NA,NA,0.000477514317805,NA,NA,0.001051502877632,NA,NA,0.000329121542605,NA,1.12780388434917
gene-LOC4326212,0,0.003244523750754,0,0,NA,NA,0,0.002848348089747,0,0,0.003890133692656,0,0,0.001749286751604,0
gene-LOC4326214,0.007216784702435,0.011305226123065,0.638358279956173,0.008399620531754,0.012069680445513,0.695927333757789,0.001395599337274,NA,1.53229947353103,0.001186757042479,0.001107991678521,1.07108840750773,0.005601283422125,0.009580997687919,0.584624232733939
gene-LOC4326215,0.004897294340933,0.014567075488294,0.336189260834744,0.005036428025572,0.016101807502261,0.312786500823912,0.001164830227644,0.001194377690189,0.975261206912854,0.001249224151562,0.002818789551211,0.443177516045994,0.003867750548148,0.013942644252644,0.277404377395277
gene-LOC4326218,0.003305436291176,0.006059897633382,0.545460747219086,0.004212657200125,0.010061410383385,0.418694501029525,0.002695154163292,0.006203456174093,0.434460095736208,0.001899504990835,0.005993488374372,0.316928118015031,0.002217268878165,0.002454199484778,0.903459108323514
gene-LOC4326219,0.000919983076184,0.003748651435548,0.245417076514535,0.001802619581764,0.005159836878644,0.349355924258951,0.00024761317103,0.002347334919897,0.105486937092264,0.000691339935458,0.002225395853771,0.310659307774994,0.000934821574346,0.003889785043382,0.240327309586656
gene-LOC4326220,0.001430105736716,0.00308446405899,0.463648046910324,0.000955995304478,0.004035088106679,0.236920552712494,0.000624895007242,0.004433313835839,0.140954380939714,0.000573995670592,0.001210623767823,0.474132167109116,0.001057643438271,0.002674193464892,0.395499971171199
gene-LOC4326221,0.00109634754654,0.002226650574906,0.492375210953945,0.00098838673321,0.003577334946724,0.276291358771134,0.001027275954941,0.003924244439261,0.261776749853695,0.000298523484125,NA,0.413844211684731,0.001074090065088,0.001876072901125,0.572520430546257
gene-LOC4326222,0.000710705955013,0.00435647362761,0.16313789908172,0.000860632080827,0.004085556547744,0.210652348283493,0.000469234940615,0.002851916538784,0.164533195215872,0.000716621429174,0.002583582196336,0.277375122877906,0.000642367015017,0.004360982119828,0.147298704137405
gene-LOC4326223,0.001304035977099,0.003576902833981,0.364571261123074,0.001650503126835,0.003941888857294,0.418708691844837,0.002168809999668,0.005708684998236,0.379914113379466,0.001554410066465,0.001942464547115,0.800225707477278,0.000514798377555,0.003419802812973,0.150534520762966
gene-LOC4326224,0.001238416645742,0.004124532159618,0.300256270969925,0.001311421955364,0.002429684368686,0.539749924832084,0.001257152765736,0.004020692989952,0.312670668682719,0.000992538772986,0.004723976823359,0.210106613579831,0.000608952857131,0.001335003768423,0.456143174674656
gene-LOC4326225,0.000706463780666,NA,1.59081435353014,0.000926636722472,0.001635253151297,0.566662551138917,0.000295977321366,0.002237301087518,0.132292127786302,0.000270009566209,NA,0.551896673619088,0.000527459646135,NA,NA
gene-LOC4326227,0.000148027252197,NA,NA,0.000296054504393,NA,0.644677661169415,0.001159072362553,NA,NA,0.000546562161957,NA,NA,7.49620504619537E-05,NA,0.080582642537216
gene-LOC4326228,0.000175488428732,NA,0.391997277679503,0.000175491028021,NA,0.39704357614717,0.001434496405677,0.008717255153345,0.164558267532909,0.0006481396741,0.003261768225696,0.198708071589428,0.000353195320949,NA,0.394386725255097
gene-LOC4326229,0,NA,0,0.000203017499414,NA,0.344756682659356,0,NA,NA,0,NA,NA,0,0.001147545109092,0
gene-LOC4326230,2.40657476225047E-05,NA,0.087547346015982,0,NA,0,4.75344379639274E-05,0.00212792400632,0.022338409559157,0,0.001522370387077,0,0,NA,NA
gene-LOC4326236,9.35065646670854E-05,0.001580004625671,0.059181196781211,9.29149888901568E-05,0.001396188572647,0.06654902547584,9.28563690540675E-05,0.001343222971542,0.069129527279779,0.00022600610683,0.003277698050334,0.068952692822596,2.3525721455458E-05,0.001232618035665,0.019085978603883
gene-LOC4326237,4.75212827821965E-05,NA,0.313963468927732,9.26070624461E-05,NA,NA,9.50139838556423E-05,NA,0.321820124878048,0.000231200972283,NA,0.313916039321224,7.15862606571508E-05,NA,0.466963143788315
gene-LOC4326239,0.000167700607508,0.001496242837086,0.112081143081738,0.000183030715794,0.001778920896679,0.102888619800577,0.000183581778685,0.00201689790484,0.091021850062206,0.000927509297195,0.008142652852844,0.113907508272426,4.03660120869297E-05,NA,0.072377060584804
gene-LOC4326240,0.00010812616526,NA,0.525821682661066,0.000172557519519,NA,0.632033118876229,0.000210639899551,0.001023294179335,0.205844911272302,0.000661165069082,0.001428300746576,0.462903258061386,0,NA,NA
gene-LOC4326241,0.000304620888023,NA,0.425383950576731,0.000432816838573,0.00113683566166,0.380720673329827,0.000791394140235,0.00332362159564,0.238111986416701,0.001811701460018,0.005940824726256,0.304957904583723,0,NA,NA
gene-LOC4326243,0,NA,0,3.41172475662665E-05,0.001112276606248,0.03067334813537,0,NA,0,0,0.001165160933135,0,1.72771250863856E-05,0.001103505548985,0.01565658197395
gene-LOC4326245,0.000468082558619,0.00139817025089,0.3347822329366,0.000471376146648,NA,0.561800049502806,4.63683144699086E-05,NA,0.14410402590739,0.00046548900359,NA,0.527070822728477,0.000208058471168,0.001291850273398,0.161054632608683
gene-LOC4326247,0.000671772040539,NA,NA,0.000187768544376,NA,NA,0.000187768544376,NA,NA,0.000346679838361,NA,NA,0.000876537980001,NA,NA
gene-LOC4326248,0.00027102994768,NA,NA,3.52327406717084E-05,NA,0.591669286223443,0.000100278993173,NA,0.852829661261397,0.000346015928854,0.001326481686953,0.260852397931417,0.000338792472107,NA,NA
gene-LOC4326249,0,0.002767667083733,0,0,NA,0,0,NA,0,0,0.002182691213987,0,0,0.004126451067249,0
gene-LOC4326250,0.000339853836299,0.001044450078992,0.325390215516376,0.000103549215747,NA,0.340325117986366,5.17746078737231E-05,NA,0.229829949808975,0.000100890580625,NA,0.202435600868155,0.00054960737589,0.001419905989741,0.387073073753724
gene-LOC4326253,0.00027877938005,NA,0.693683757731509,0.000390269422286,NA,NA,2.76244365765957E-05,NA,0.165076048066992,0.000586265506215,NA,0.716124083205376,0.000574605647876,NA,0.765578023921136
gene-LOC4326254,5.32355376789306E-05,NA,0.226969292389853,5.32360160759119E-05,NA,NA,0,NA,NA,0.001599217781082,0.001834560126286,0.871717289702133,0,NA,NA
gene-LOC4326258,0.000609237272895,NA,0.61006032551868,0.000276719774683,NA,NA,0.000240466464097,NA,0.427560222234919,0.000839309785123,0.001206966740963,0.695387666153736,0.000743640241561,0.001302316262495,0.571013557133634
gene-LOC4326260,0,NA,NA,0,NA,NA,0.000115320089018,NA,NA,0,NA,NA,2.91996379244898E-05,NA,0.331503489356733
gene-LOC4326261,0.000696422758894,NA,NA,5.82533722762235E-05,NA,0.222036926872071,0.000382688900159,NA,NA,0.000444583344344,NA,1.47452040330852,0.000513438059797,NA,1.84750926853322
gene-LOC4326262,0.000413485072099,NA,0.89481393224375,9.18481633036169E-05,NA,1.30456146234774,0.001193169565011,NA,NA,0.000736686016845,NA,1.02055385362127,0.000309683263134,NA,0.390531084669378
gene-LOC4326264,0,0.002163641575205,0,7.62033783497736E-05,NA,0.123745819397993,0,0.004188588177641,0,0,0.00182383889192,0,0,NA,0
gene-LOC4326265,0.001268440201098,NA,NA,0.000447163833174,NA,NA,0.001465520018037,NA,NA,0.001224438279511,NA,NA,0.000157132453593,NA,NA
gene-LOC4326266,0.001173412538766,0.002691537730978,0.435963622304332,0.00041343630753,0.002146002539082,0.192654155808401,0.001204382711438,0.00173489300608,0.694211520374633,0.001181384948094,0.002108375833052,0.560329391740517,0,NA,0
gene-LOC4326267,0.00149339467655,0.008644524224863,0.172756144549196,0.001520554608063,0.007700849423053,0.197452842476163,0.002103653059968,0.00887802027515,0.236950693372024,0.001197132319303,0.007613952304027,0.157228765232749,0.000200619043325,0.001650301668047,0.121565073349262
gene-LOC4326268,0.001192977750173,0.001255646910222,0.950090141155073,0.00042826967443,NA,0.878866529248924,0.001220228458839,0.00245074829203,0.497900360802898,0.001164247877309,0.001872750982949,0.621677888789834,0.000157146149181,NA,0.719371643095704
gene-LOC4326269,0.002486485743762,0.002454925552003,1.01285586511281,0.00072485096912,NA,0.946044282836581,0.00322052284737,0.019338054184099,0.166538102371126,0.003618193251864,0.011411063484371,0.317077655103734,0.00037749945444,NA,NA
gene-LOC4326270,0.000437844428866,0.001348469240553,0.324697379590535,0.000143471404813,NA,0.314159292035399,0.002202900841414,0.018875344081793,0.116707850827437,0.001263334887461,0.010124112982632,0.124784748019775,5.10549223326995E-05,NA,0.628307401687367
gene-LOC4326272,0.000612262117017,NA,NA,0.00016876896916,NA,NA,0.006974726344266,0.03557492757533,0.19605735892216,0.003931266834644,0.016961978351507,0.231769358100536,0.000241221016929,0.001180664876377,0.204309471515281
gene-LOC4326273,0.001171633499838,0.002891402617467,0.405212851631343,0.000262921880067,NA,0.467499578969693,0.000357135553757,0.0024966011096,0.143048704249935,0.000549894169106,0.001489998259979,0.369056920317396,0.000409729385792,0.001486968130245,0.275546850976541
gene-LOC4326274,0.000934104769079,0.004951562729424,0.18864847728331,0.000219493415391,NA,0.224624503632995,0.001247337262071,0.004163035133208,0.299622083926624,0.000767832670559,0.002246249543551,0.341828748619354,0.000379758448851,0.00194037811824,0.195713631936667
gene-LOC4326278,0.014675636839981,0.045845182072124,0.320112957930747,0.004531896974813,0.016756486441555,0.270456279162061,0.016427320939004,0.063753639748718,0.257668754344868,0.016980123993385,0.07035641593129,0.241344357421045,0.001567881096222,0.005215569220231,0.300615528241906
gene-LOC4326280,0.003502579915817,0.006787609157592,0.516025574616192,0.001943841093147,0.004181444918237,0.464873059709254,0.003402169914074,0.007177599010813,0.473998325756029,0.003882219616972,0.007619617622828,0.509503207266106,0.000996243371205,0.001848220025959,0.539028555698383
gene-LOC4326281,0.001432655943107,0.007565606660457,0.189364317681849,0.001002470032633,0.006139083691845,0.163293104142609,0.000990468792424,0.002248426565479,0.440516407176171,0.001041981866811,0.0028716987431,0.362845117133211,0.000351421070854,0.002475970350348,0.141932665229509
gene-LOC4326282,0.004379700331436,0.014860709100775,0.294716779780556,0.005450786801906,0.014383571242823,0.378959210469101,0.003442458085714,0.008026838454731,0.428868489770714,0.007102045315563,0.014858535437062,0.477977479385266,0,0.002944594314173,0
gene-LOC4326283,0.00204512722103,0.006745144158985,0.303199927655391,0.001605329638219,0.004988956127146,0.32177665974741,0.000940320817678,0.004032063093306,0.233210839195145,0.00237448415392,0.010065290310841,0.235908163658519,0.000627958202334,NA,0.641544989174785
gene-LOC4326284,0.000724556000079,0.004196458298462,0.172658930113577,0.000753101593428,0.004162215165259,0.180937689073392,0.001014430502159,0.004198716682562,0.241604894746162,0.000483059252691,0.004382547635691,0.11022338896159,0.000185654854623,0.001110641290861,0.167160050819892
gene-LOC4326288,0,0.002659282039191,0,0,0.002659282039191,0,4.06801724839313E-05,NA,0.063914734358474,0,NA,0,8.12853930148752E-05,0.001024870415748,0.079312849474305
gene-LOC4326289,0.006147930232897,0.010159404575,0.605146707910971,0.005658984440211,0.008738025452486,0.647627369705152,0.005879807820673,0.008749749558014,0.671997270514819,0.006278873253557,0.009296422637335,0.675407465699871,0.00148111427594,0.002464064615025,0.601085810375645
gene-LOC4326290,0.000758305451051,0.004501848197067,0.168443141095853,0.000858130464756,0.002168785852926,0.395673212087215,0.00061842848875,0.004047923544239,0.152776721692336,0.000866720976519,0.005928207386562,0.146202877194132,0.000125936522887,NA,0.176262109453777
gene-LOC4326291,0.000447296711991,0.001996781464689,0.224008846186065,0.000301196182729,0.00155179630894,0.194095179241123,0.000696738039136,0.004476193415755,0.155654140565825,0,0.001230361245163,0,0.00011200594876,0.001255660847727,0.089200797303815
gene-LOC4326292,0.001290773982938,0.001308456589867,0.986485904793683,0.000504343122783,NA,NA,0.001692518953695,0.001412761847697,1.19802141914729,0.001114913291917,0.002012919482787,0.553878732582462,0.00036258073563,NA,0.559832088394719
gene-LOC4326293,0.00112335142387,NA,NA,0.000486729906343,NA,0.539778506732241,0.000855221306373,0.0018841295418,0.453907912061846,0.001567068499254,NA,NA,0.000243750375782,NA,NA
gene-LOC4326294,0.00011931653834,0.002856371013981,0.041772072939986,0.000193695679123,NA,NA,0.000993842036281,0.002117516660279,0.469343195698896,8.05774025151169E-05,0.004416045516694,0.018246506339328,4.08046680540254E-05,0.001518391893971,0.026873607674051
gene-LOC4326295,0.002157335405412,0.002154018300168,1.00153996149626,0.000260326348943,0.001123866019187,0.23163468287001,0.00089093018693,0.003253731074855,0.273818015820516,0.002916444869493,0.001902326296106,1.53309391530906,0.000507219566051,NA,NA
gene-LOC4326296,0.000348996050701,NA,0.999851360445895,9.9833544203964E-05,NA,0.292181502707818,0.000217186785249,0.001633192254055,0.13298298758739,0.000425904203497,NA,NA,0.000118202502006,NA,0.23458693695774
gene-LOC4326297,0.000714761045879,NA,1.51868020510827,0.000384995608911,NA,0.607256339573594,0.00142289328752,0.002354100387392,0.604431864987709,0.00101312913235,NA,NA,0.000214370191483,NA,1.75284253111442
gene-LOC4326298,0.001346862469834,0.011327626544951,0.118900677426939,0.000114480885661,0.002317000062016,0.049409099092185,0.001360294456922,0.013741578999947,0.098991131727103,0.001532872030067,0.012901677390313,0.118811840018396,0.000523588714704,0.003516286039492,0.148903902817832
gene-LOC4326300,0,NA,NA,0.000156056232262,NA,NA,0.00015606445462,NA,NA,0.000304149641624,NA,NA,0,NA,NA
gene-LOC4326301,0.002074742059681,NA,NA,0.001137753750561,NA,NA,0.002948912789862,0.001904010555013,1.54879014829923,0.001366928636414,NA,NA,0.000753355616317,NA,NA
gene-LOC4326303,0.001348068269863,0.001297795788809,1.03873681937312,0.000909588625926,0.001300107090303,0.699625925210789,0.003593993268824,0.005533255776328,0.649525959779414,0.000643778515505,NA,1.78539969207946,0.000162781247148,NA,0.445759488935322
gene-LOC4326304,0.000928370664715,0.001531914460475,0.606019910816019,0.000769722541874,0.001138732143765,0.675946969696969,0.000795806162895,0.002433362140545,0.327039756900481,0.000874099539643,NA,1.54178883831906,0,NA,0
gene-LOC4326305,0.002396054615803,0.00426641834279,0.561607986673818,0.000442187328121,NA,0.488228540249867,0.002192342951486,0.004626381497166,0.473878549105713,0.002151416616798,0.002915942376273,0.73781177375236,2.71444082519002E-05,NA,NA
gene-LOC4326310,0.000492082525859,0.002491324040615,0.197518475251367,0.000167527309952,NA,0.205170713472089,0.000312284725403,0.001820440341256,0.171543509735266,0.000480108981217,0.002013067860139,0.238496173290491,0,NA,0
gene-LOC4326311,0.000370284441198,0.001274617521841,0.290506316485336,0.000129182059356,NA,0.408261907484972,0.000386601457477,NA,0.60982617096847,0.000707079536216,0.002020180334021,0.35000812764484,6.11970135857368E-05,0.004039517322481,0.015149585631224
gene-LOC4326312,0.000212402181383,0.003728533419334,0.056966683007715,0.000212404506301,0.001150088342748,0.184685383205708,0.000425635682458,0.001538337498992,0.276685501547545,0.000448907720229,0.005235593651495,0.085741512827469,0,NA,0
gene-LOC4326313,0.000319037369228,0.002617164302038,0.121901926057822,0.000221678547633,0.001174945348943,0.188671369125487,0.000187251891244,0.002152031004061,0.087011707029673,0.000187233426409,0.004237711397697,0.044182675231469,0.000255128363018,NA,NA
gene-LOC4326314,0.000630302677089,0.001407235909632,0.447901217397174,0.000220312015488,NA,0.414324142278549,0.000600850320274,0.002361095898985,0.25447942225991,0.00055605267733,0.002076986882664,0.267720842134927,9.31420815924632E-05,0.002201073654381,0.042316658239526
gene-LOC4326315,0.001589895386143,0.00246914542546,0.643905121889228,0.000977240549619,NA,1.92648803449179,0.00212554899137,0.00382336766383,0.555936331072342,0.001754206427391,0.003213723077676,0.545848657457745,0.000184221650987,NA,NA
gene-LOC4326316,0.000355820573139,0.001546071263185,0.230145001470324,9.31799621029857E-05,NA,0.197449250368257,0.00029447625508,0.001592424839466,0.184923173629224,0.000430718439276,0.002751066661058,0.156564159412355,4.51528354544507E-05,NA,0.073761815340726
gene-LOC4326318,0.002086662573311,0.002052685596989,1.01655245029803,0.000601076714281,NA,1.05037866841468,0.00217953551526,0.002707336383316,0.805047916724305,0,0.001895032941002,0,0,NA,NA
gene-LOC4326319,0,NA,0,0,NA,NA,0,0.001257656186198,0,0.000213278404356,NA,0.678238867338302,0.000109888768147,NA,0.255482228544219
gene-LOC4326320,0.001403442610669,NA,NA,0.001171804215538,0.002908863610953,0.402839174420386,0.002515355291021,0.007552723037955,0.333039524735736,0.000373289571317,0.001739916241241,0.214544563967282,0.000692156885848,0.001461069842816,0.473732921975804
gene-LOC4326321,0.00028811006566,0.002875486854917,0.100195229606994,0.000192919515332,NA,0.3475935828877,0.000192919515332,0.002919303797468,0.066084083300726,0.000324282474785,NA,0.584277371235575,0.000322039835217,0.001655320765191,0.194548296613666
gene-LOC4326322,0.000899600699903,NA,NA,0.000135832571854,NA,NA,0.000812321868924,NA,NA,0.000271292286776,NA,NA,0.000122583594696,NA,0.577790963401727
